Quad_Cat,Mean,Min,Max,MeanRR,MedianRR,MinRR,MaxRR,LF,HF,VLF,Ibi,Bpm,Sdnn,Sdsd,Rmssd,Pnn50,pnn20,Pnn50pnn20
2,-9.53105E-05,-0.726017511,0.762071172,1683,1677,1518,1893,4.62922E-07,1.25764E-06,1.45486E-07,838.8786765,71.56463536,179.4711286,340.2569324,52461.98222,0.501845018,0.505535055,0.99270073
0,3.66895E-05,-0.738555666,0.852580317,1623,1641,1297,1852,9.40488E-08,4.01011E-07,2.96999E-08,802.7702703,74.61936081,156.5451793,275.2337968,46163.25591,0.47696477,0.487804878,0.977777778
1,-4.96302E-05,-0.733350051,0.73604533,1835,1863,1396,2019,1.70312E-07,6.91121E-07,5.91696E-08,889.5508475,67.56285248,204.7628474,335.4544887,116590.4629,0.441926346,0.498583569,0.886363636
3,3.07991E-05,-0.693398619,0.720066116,1431,1429.5,1057,1776,4.01115E-08,4.81939E-07,9.63975E-09,788.7688172,76.18711338,209.5139416,309.9604596,92957.94939,0.454054054,0.464864865,0.976744186
3,6.91983E-05,-0.679949717,0.737778475,1473,1460,1270,1780,1.30209E-07,3.69573E-07,4.7628E-08,773.3370166,77.70085172,196.7381585,309.5466959,105107.667,0.477777778,0.477777778,1
1,-2.50666E-05,-0.518791978,0.659384363,1141,1135,1018,1384,5.18849E-08,1.81399E-07,1.76231E-08,1004.65374,59.74484659,191.7087018,263.3547164,87470.16672,0.263888889,0.308333333,0.855855856
0,-4.12927E-05,-0.502490227,0.600192125,1240,1244,1094,1405,8.47009E-08,4.69546E-07,2.4101E-08,1044.63587,57.53560988,260.994384,261.8622923,93425.08477,0.31147541,0.355191257,0.876923077
0,-0.000109731,-0.500571307,0.58190556,1276,1279,1099,1533,3.95717E-07,1.14825E-06,1.20585E-07,1084.343284,55.49351548,260.3835032,277.1127581,121550.3874,0.278195489,0.360902256,0.770833333
3,-8.94645E-05,-0.4736528,0.605478253,1207,1201,1064,1413,3.99582E-07,1.2464E-06,1.28332E-07,1019.839623,58.90513876,231.4935362,290.8723988,100070.6835,0.289099526,0.36492891,0.792207792
1,-0.000123533,-0.517633553,0.597878468,1220,1209,1050,1443,1.20668E-06,3.20814E-06,4.27617E-07,1038.277937,57.86606486,229.2765253,292.2137351,100605.2095,0.298850575,0.341954023,0.87394958
2,3.24627E-06,-0.510340101,0.611751212,1200,1196,1056,1376,1.11241E-09,4.08119E-08,2.78835E-10,1018.011799,59.03666061,224.1431535,279.058133,84239.22398,0.295857988,0.331360947,0.892857143
2,-8.96193E-06,-0.501170864,0.650880555,1123,1149,18,1415,5.45185E-09,5.1797E-08,2.07623E-09,1015.606509,59.1796892,187.2664357,235.3469852,85432.44841,0.222551929,0.270029674,0.824175824
2,-5.82459E-05,-0.489824876,0.599494823,1210,1207,1049,1430,1.70712E-07,4.74372E-07,5.42981E-08,983.7974138,61.0789745,242.6786001,264.0019727,78759.41962,0.337662338,0.402597403,0.838709677
0,2.24199E-05,-0.49799188,0.613505936,1268,1265,1099,1460,3.39735E-08,1.25533E-07,1.10709E-08,1156.575875,51.89163097,226.6964302,202.7386415,69598.34705,0.19140625,0.26171875,0.731343284
1,4.43569E-05,-0.521927708,0.627853471,1149,1143,1018,1354,1.36271E-07,4.20985E-07,4.72695E-08,1015.087097,59.18886513,195.4034259,240.2577934,86358.90532,0.233009709,0.294498382,0.791208791
3,-5.93362E-05,-0.496745475,0.589337871,1232,1216,1126,1431,1.21726E-07,5.33467E-07,3.53557E-08,1033.464789,58.26073376,250.3961836,273.8266673,99697.06121,0.276595745,0.361702128,0.764705882
3,-0.00010885,-0.481653705,0.580867779,1208,1196,1103,1490,3.6046E-07,1.00406E-06,1.18581E-07,998.8357143,60.1968137,239.0897802,295.1169339,117419.7896,0.316546763,0.381294964,0.830188679
1,-3.65409E-06,-0.324993183,0.399368805,1483,1472,1228,1756,1.1823E-09,2.89972E-07,3.73911E-10,744.5462012,80.54001419,117.1859884,206.1488967,51959.38042,0.481481481,0.483539095,0.995744681
0,-4.5973E-05,-0.292694904,0.343053139,1724,1721,1567,1875,8.7829E-08,2.49949E-07,2.95857E-08,700.5729927,85.52590657,241.1377006,409.7097312,182357.079,0.435897436,0.47985348,0.908396947
0,2.94949E-05,-0.262367454,0.351595955,1716,1710.5,1462,1895,2.94328E-08,1.92415E-07,8.72746E-09,726.31,82.6236786,256.1996758,449.7211039,178605.2114,0.462311558,0.512562814,0.901960784
3,3.7095E-05,-0.270135921,0.364099183,1671,1666,1466,1975,6.75656E-08,4.06766E-07,2.20625E-08,725.986532,82.41188427,256.7123005,463.8570294,167792.8843,0.462837838,0.489864865,0.944827586
1,-2.19467E-05,-0.276850804,0.370333572,1537,1539,1231,1862,3.69547E-08,3.96609E-07,1.34906E-08,764.649789,78.5325166,173.6434818,287.7869426,117512.7276,0.4397463,0.44820296,0.981132075
2,-1.94384E-06,-0.289049635,0.375821277,1593,1584.5,1440,1804,5.74605E-10,1.48084E-07,9.94229E-11,767.9153675,78.13675669,263.907703,497.7473373,147047.0265,0.444196429,0.457589286,0.970731707
2,-2.75906E-05,-0.265355466,0.353092164,1615,1614.5,1418,1807,6.09289E-08,3.52973E-07,1.98324E-08,759.4557522,79.08082363,272.8318963,504.2932153,153937.502,0.461197339,0.481152993,0.958525346
2,-4.49292E-05,-0.266824828,0.355597134,1620,1613,1493,1762,1.05319E-07,5.82422E-07,3.23461E-08,762.8361204,78.64245644,255.4685705,460.407018,165620.2573,0.419463087,0.453020134,0.925925926
0,1.21212E-06,-0.282754559,0.376481448,1704,1699,1455,2056,2.15063E-10,5.97935E-08,3.28729E-11,726.3878049,82.66457491,252.3309545,450.5818756,173077.7817,0.447432763,0.498777506,0.897058824
1,4.57024E-06,-0.302495361,0.397569674,1540,1530,1333,1764,2.43801E-09,2.50041E-07,5.1643E-10,778.9131514,76.88842931,165.1451573,269.2477769,93362.28178,0.457711443,0.465174129,0.983957219
3,-5.17223E-05,-0.272940675,0.352926993,1623,1624,1452,1784,8.84458E-08,3.3812E-07,2.67763E-08,760.4196891,79.03903741,272.6551752,509.3018233,151812.6945,0.447916667,0.473958333,0.945054945
3,-9.34094E-05,-0.254611707,0.337101619,1657,1657,1538,1786,2.65424E-07,7.43836E-07,8.72854E-08,735.9789474,81.54320153,266.3467656,473.7565953,173249.4539,0.423280423,0.444444444,0.952380952
1,-0.000329256,-0.441570909,0.336328807,1554,1517,897,6117,2.79242E-06,3.8625E-06,2.57792E-06,781.9849138,76.7440709,182.8046754,324.1976108,76024.44781,0.494600432,0.494600432,1
0,3.30843E-06,-0.265595355,0.262355778,1568,1558.5,1372,1774,5.71764E-10,5.13273E-09,1.55193E-10,789.7242798,75.88480438,183.2602832,346.8309513,65116.81617,0.491735537,0.491735537,1
0,-4.9253E-05,-0.31499143,0.283754401,1576,1576,1232,3233,8.07471E-08,2.58316E-07,2.43088E-08,813.8826816,73.99135397,208.8829901,341.5995854,74125.10333,0.47752809,0.483146067,0.988372093
3,8.27463E-06,-0.286196351,0.267816285,1562,1555,1290,2057,3.60331E-09,1.83306E-08,1.10086E-09,813.1879699,73.83883591,226.4704715,401.0728488,122482.7184,0.479245283,0.479245283,1
1,-2.12236E-05,-0.300487224,0.287405308,1573,1564.5,1277,1933,3.66779E-08,1.2632E-07,1.26424E-08,797.6740088,75.22588432,188.4159785,343.5963281,79859.03415,0.494481236,0.494481236,1
2,-1.70384E-06,-0.289750121,0.272381219,1542,1541,1330,1772,2.0022E-10,4.67022E-10,7.51056E-11,773.6457399,77.61584498,168.0176028,323.5941614,40512.6499,0.496629213,0.496629213,1
2,-2.22504E-05,-0.288740466,0.27626666,1508,1504,1311,1850,3.869E-08,1.11039E-07,1.28908E-08,758.8561947,79.08082363,170.9713896,321.9961753,55783.45165,0.496674058,0.496674058,1
2,4.95166E-05,-0.274398222,0.261202291,1582,1580.5,1368,1818,1.22068E-07,2.83065E-07,3.92213E-08,790.6574394,76.02104123,176.2615339,337.2897384,41337.24382,0.5,0.503472222,0.993103448
0,3.78013E-06,-0.285880722,0.260628947,1592,1611.5,1259,2073,2.70746E-09,4.85483E-08,3.43922E-10,852.9570201,70.3956234,245.8977608,392.7544947,126197.5834,0.456896552,0.462643678,0.98757764
1,7.0816E-06,-0.300722034,0.311710891,1517,1505,1255,1894,4.4961E-09,4.70302E-08,1.22369E-09,762.4043584,78.79160825,159.0993832,290.7140025,54956.19427,0.495145631,0.497572816,0.995121951
3,-6.57543E-05,-0.279351228,0.255685579,1534,1538,1275,1891,1.39905E-07,3.61566E-07,4.32615E-08,801.7322404,74.96486022,220.1675204,382.4699213,115050.8368,0.478021978,0.478021978,1
3,-3.35439E-05,-0.291037007,0.26999297,1539,1517,1260,2043,3.58224E-08,1.49456E-07,1.12902E-08,820.2865497,73.43157415,211.3881018,327.8475308,89073.79006,0.470588235,0.494117647,0.952380952
1,1.76155E-05,-0.323536197,0.254307143,1806,1994,823,4466,2.66299E-08,1.06025E-07,8.72153E-09,736.4178499,81.53026027,195.8408507,324.0664107,106825.5805,0.569105691,0.573170732,0.992907801
0,3.03805E-05,-0.337629178,0.270504068,2690,2310,844,7772,4.08618E-08,1.49563E-07,1.29586E-08,737.2769231,81.17186042,221.9650706,364.3143835,147419.24,0.583011583,0.606177606,0.961783439
0,-3.69426E-05,-0.322091807,0.25553162,1695,1804,828,3024,4.71091E-08,1.82278E-07,1.37038E-08,748.6701031,80.15730014,225.7146827,358.0096207,150565.3381,0.528497409,0.554404145,0.953271028
3,9.71796E-05,-0.311156557,0.236605218,1661,1756,835,3770,4.61369E-07,1.19599E-06,1.51245E-07,736.2959184,81.58223443,208.7332319,339.3008528,142223.116,0.549488055,0.559726962,0.981707317
1,2.11798E-05,-0.33106617,0.304092544,1919,1997,35,4621,3.69239E-08,1.4286E-07,1.25976E-08,732.1515152,82.00448049,185.6363429,298.6803845,106839.567,0.518218623,0.532388664,0.97338403
2,2.49211E-05,-0.342635115,0.258809145,3294,2522,865,12350,4.77449E-08,1.1487E-07,1.61575E-08,737.3397436,81.43586419,219.9349116,353.1533446,153558.4105,0.554603854,0.584582441,0.948717949
2,-3.82394E-05,-0.37515791,0.224888149,14242,9569,2174,93753,1.13694E-07,3.17706E-07,3.80639E-08,725.6490486,82.74682207,211.996628,334.0245252,160306.2206,0.451271186,0.552966102,0.816091954
2,5.23302E-06,-0.326833981,0.2268899,8871,2517,1641,61273,2.86918E-09,4.45246E-08,4.62072E-10,729.1597444,82.31243774,206.1057765,313.4287445,150982.0997,0.445512821,0.509615385,0.874213836
0,3.88517E-05,-0.337466851,0.267605793,1942,2069,78,5059,1.02035E-07,2.89245E-07,3.32485E-08,746.7067669,80.45214103,217.4968711,368.4066566,129086.9816,0.615577889,0.623115578,0.987903226
1,2.66602E-05,-0.327919147,0.268247254,1476,1342.5,57,3401,5.00792E-08,1.54803E-07,1.70919E-08,735.1775701,81.64637666,193.4950584,311.4197391,114921.785,0.531615925,0.56206089,0.945833333
3,0.000103112,-0.318626966,0.254868463,1758,1958,841,3610,3.4912E-07,1.01191E-06,1.06467E-07,730.3681592,82.29837916,188.0809971,310.8201255,100618.0409,0.58,0.585,0.991452991
3,-9.75903E-05,-0.312998976,0.224749214,1711,1397,826,6894,2.89878E-07,7.57628E-07,9.53187E-08,752.6935484,79.8354905,210.4047754,356.1615175,108629.2813,0.648648649,0.648648649,1
